Miki,MIKI
"Une nuit, je dormirai seule dans la forêt","Une nuit, je dormirai seule dans la forêt "
Un tour en Arkadie,Un tour en Arkadie - NÂ° 125
La quête de l'ourse,La Quête de l'ourse
Les derniers insurgés,Les derniers insurgés 
C'est à moi !,C'est à moi!
Les Traces du rêve,Les traces du rêve
Nos saisons,Nos saisons 
Caillou,"Caillou, attention!"
Caillou,Caillou : attention!
"Caillou, attention!",Caillou : attention!
PRINCESSE POP CORN (LA),La princesse Pop Corn
Thana,Thana la fille rivière
Caillou: Sois prudent!,Sois prudent!
Coup sur coup,Coup de foudre
 Being at home with Claude ,Being at home with Claude
Shopkins - Bande dessinée 4,"Shopkins, des courses de folie!"
La Corde à linge,La corde à linge
Les salamandres,Les salamandres - NÂ° 27
Les Folles années - Tome 2 Mathieu et l'affaire Aurore,Les folles années
Le Supplice du cornichon ,Le supplice du cornichon
Un pas dans l'éternité,UN PAS DANS L'ETERNITE
Bonjour!,Bébé Caillou: Bonjour !
"Mesrine, le tueur de Percé",Mesrine le tueur de Percé
Le château des contes,Chateau des contes
Cendrine Senterre,Sabotages - Nº 3
Valentine Picotée,Valentine Picotée 
Une robe pour la chasse ,Une robe pour la chasse
Petite maison,La Petite maison du Bord-de-l'Eau
La trahison des chuchoteurs,TRAHISON CHUCHOTEURS 2
BELLE VIE DE GRENOUILLE,La belle vie-- de grenouille!
Nous étions le sel de la mer,Nous étions le sel de la mer /
Le Jour des corneilles,Le jour des corneilles
JEU DE L'OGRE,Le jeu de l'ogre
Le diable au corps,Le diable au corps 
Haïku de foudre : La parole au poète,Haïku de foudre
"La famille du lac, tome 2, Francis et Yvonne",La famille du lac
Train de nuit pour la gloire,Train de nuit pour la gloire ou 45 jours à la conquête de la coupe Stanley
Jordan et la forteresse assiégée ,Jordan et la forteresse assiégée
BATAILLE DES PLAINES,La bataille des plaines
Le Jardinier de Monsieur Chaos (compact) ,Le jardinier de monsieur Chaos
Blue tango,Blue Tango
Li tsing-tao ou le grand ..,Li Tsing-Tao
Le cornichonnet gaffeur,Le cornichonet gaffeur
Caramels et chocolats!,CARAMELS ET CHOCOLATS
Le château de Beauharnois - Retour au pays,Le château de Beauharnois   t.2   Retour au pays
La fugue de Hugues - Nº 20,La fugue de Hugues
L'oreille rouge,L'Oreille rouge
"L'Åil du diable, tome 2","L’Œil du diable, 1689"
"L'Åil du diable, tome 2",L’œil du diable t. 2 1689
"L’Œil du diable, 1689",L’œil du diable t. 2 1689
"À bord de l'Ouragan, tome 2",À bord de l'Ouragan - Tome 2 La religion des autres
Boite a lecture (12) bob l'eponge #1 [r],La boîte à lecture
010- le secret du lac a l'aigle,Le secret du lac à l'Aigle
Port Alfred Plaza,Port-Alfred Plaza
"Bonheur, es-tu là ?","Bonheur, es-tu là?"
La main d'Iman,La Main d'Iman
La dot de Sara,La Dot de Sara
La poussière du temps,La Poussière du temps - Tome 2 Rue Notre-Dame
La poussière du temps," La poussière du temps, tome 2"
La Poussière du temps - Tome 2 Rue Notre-Dame," La poussière du temps, tome 2"
Duos,Duos 3.2 - Sarah et compagnie
"Bienvenue, Alice! /","Bienvenue, Alice !"
Les bêtises du père Noël ,Les bêtises du père Noël
Ailes du destin alouette cage,Les ailes du destin : l'alouette en cage
Garfield - NÂ° 15,Garfield
La route des petits matins,La route des petits matins /
Rouge secret, Rouge secret 
Le jour de l'araignée - Nº 68,Le jour de l'araignée
Le livre des chevaliers - Nº 29,Le livre des chevaliers
Eva Braun - Tome 1 Un jour mon prince viendra,Eva Braun
"Les Affreux, tome 2",Les Affreux - Tome 2 Fierritos et la porte de l'air
L'étonnante saison des Pumas t.2 Le tournoi,Le tournoi - Nº 2
Klondike - Tome 1 La ruée vers l'or,"Klondike, volume 1"
Zik & BD, Zik & BD
YaYa et Zouk - Nº 1,Le cadeau /
"L'anglomanie ; suivie de, Les républicains français"," L'anglomanie, suivi de Les Républicains français "
Une tonne de patates!,Une tonne de patates! 
Viens faire l'humour et le pl,Viens faire l'humour... et le plaisir!
Même un chemin de mille lieues commence par un pas,Meme un chemin de mille lieue
Caillou. C'est l'Halloween! /,Caillou C'est l'Halloween !
Mappemonde : la littérature en temps et lieux,Mappemonde
"Tenir parole (format epub, version du 2017-06-02)", Tenir parole 
La saison de basket de Fred - Nº 1,La saison de basket de Fred
Il etait une fois bob l'eponge [r],Il était une fois Bob l'éponge
La conversation française,"La conversation française : célibat, lectures et marihuana"
Opération Gadoue ,Opération Gadoue
MARIE-HELENE AU MOIS DE M,Marie-Hélène au mois de mars
Le désir fantôme,Le Désir fantôme
 Motel Galactic. Tome 1 ,Motel Galactic
Gueule d'ange - NÂ° 42,Gueule d'Ange
Les Portes de Québec - Tome 1 (compact) Faubourg Saint-Roch,Les portes de Québec
Testament de naissance /, Testament de naissance 
Le chevalier de l'alphabet /,CHEVALIER DE L'ALPHABET
"La louve de mer, volume 2",La Louve de mer - Tome 2 La république des forbans
EPIPHANIE,Épiphanie
COMPLOT POUR TUER CONQU,L'antihorloge v.2 Le complot pour tuer le conquistador
Le rêveur dans la citadelle - Nº 13,Le rêveur dans la Citadelle
RHADAMANTHE,Rhadamanthe
Les super blogueuses - Nº 1,Les super blogueuses
Les super blogueuses - Nº 1,Béa et Mia
Les super blogueuses,Béa et Mia
Une affaire de conscience ,Une affaire de conscience
"Touffu, le petit érable",Thirau
"Curieux de nature, volume 2",Curieux de nature! - Tome 2 Les fleurs sauvages
GD MYSTERE DE ROSALIE,Le grand mystère de Rosalie
GD MYSTERE DE ROSALIE,Rosalie Dansereau orpheline
Le grand mystère de Rosalie,Rosalie Dansereau orpheline
La classe de madame Caroline,La classe de madame Caroline 
Le meurtre de Cendrillon,Meurtre de cendrillon
FRUITS ETRANGES DE L'AL,L'antihorloge
Le chant des fées,Un dernier opéra
La bande à Smikee  v. 4 Le seigneur du mal,La bande à Smikee - Tome 4
Les chemins d'Ève,Les Chemins d'Ève
Cauchemar aveugle ,Cauchemar aveugle
 L'araignée du silence ,L'Araignée du silence
Une histoire de coeur,Une histoire de cœur
Jours parfaits,Jours parfaits 
Les patins d'Ariane,005-les patins d'ariane
 Le défi nordique ,Le défi nordique
C'EST ICI LE PANAMA,"C'est ici, le Panama?"
Le pouvoir des mots-- qui me libèrent!,Le pouvoir des mots... qui me libèrent !
Le gloubilouache,Le Gloubilouache
L'agent Jean! Saison 2. Tome 1,L'Agent Jean ! - Saison 2 - Tome 1
"Les premiers magiciens, volume 5",Les Premiers magiciens - Tome 5 Au-delà des mirages
Les Chroniques de Chambly - Tome 3 Marie-Josèphe,Marie-Josèphe t.3 Les Chroniques de Chambly
Planète soccer - Tome 2 La vengeance,"Planète soccer, volume 2"
Confessions de mes 7 péchés capitaux,Confession de mes 7 péchés capitaux
Une chanson pour Arbonne - NÂ° 44,Une chanson pour Arbonne
"Collection Souriceau, [7-8 ans]",Surprise pour jeanne #1 debutant
"Comment ""négocier"" avec l'enfant de l'autre... et garder le sourire",Comment negocier avec l'enfan
Voilé-dévoilé,Fenêtres du temps
La fille avant moi,La fille avant moi 
Toutes isles,Toute isles
Iron Man,Iron Man - NÂ° 1
Coffret - Winnie l'ourson - Étape 1,Winnie l'ourson
Courriers des villages dd0079,Courriers des villages
"Le talisman de Nergal, volume 3",Le Talisman de Nergal - Tome 3 Le secret de la Vierge
KABOUM T16 LA COLERE,Kaboum
L'Affrontement : roman,Affrontement -l'
Complot sur le plateau ,Complot sur le plateau
Peuple d'occasion, Peuple d'occasion 
UNE CHANSON POUR GABRIELL,Une chanson pour Gabriella
La nuit des horreurs,Noémie
"Marie-Antoinette, la dame de la rivière Rouge",Marie-Antoinette la dame de la rivière Rouge
Pirates - Tome 4 Les armes du vice-roi,Pirates
Hubert et les vampires,008- hubert et les vampires
Poèmes des villes ; Poèmes des champs,Poèmes des villes
Poèmes des villes ; Poèmes des champs,Poèmes des villes / Poèmes des champs - NÂ° 90
Poèmes des villes,Poèmes des villes / Poèmes des champs - NÂ° 90
Les JJ's - Tome 6 La Mère Noëlle,La mère Noëlle
Le secret de la sérénité,Secret de la sérénité - 2e édition
La boiteuse,Boiteuse -la
Voyage - Tome 3,Le voyage
Sam perd la carte ,Sam perd la carte
"Spider-Man, les aventures",Spider-Man - Nº 6
"Feu, tome 5","Feu, tome 5 - Le Patriote errant"
Le nomade,NOMADE
Vers-- de peur!,Vers... de peur ! - Nº 32
Le jardin oublié,Le Jardin oublié 
Lord John,"Lord John, tome I: Une affaire privée"
La force de vivre : roman historique,La force de vivre
La force de vivre : roman historique,La Force de vivre - Tome 2 Les combats de Nicolas et Bernadette
La force de vivre,La Force de vivre - Tome 2 Les combats de Nicolas et Bernadette
KONGGG,Konggg!
Le pouvoir du sang,La passion du sang - NÂ° 58
Les cendres de Sedna - Nº 53,Les cendres de Sedna /
Le Cri du Cerf,Le Cri du cerf
"Billy Stuart, un monde de glace",Un monde de glace - NÂ° 5
"L'île des effrayants, vol. 7 Ado, l'ordure dorée",ILE DES EFFRAYANTS T07
La main de fer,La Main de fer 
L'ombre d'un doute ,L'Ombre d'un doute 
Le défilé de Noël de Dora,Defile de noel de dora -le
Ysabel,Ysabel - NÂ° 108
La vie comme avec toi,La Vie comme avec toi
NE REGARDE PAS TOUT DE SU,"Ne regarde pas tout de suite, Clarice Bean"
Le pirate de l'imaginaire,Pirate de l'imaginaire -le
Garfield - NÂ° 71,Garfield /
Sous les canons de Wolfe,Sous les canons de Wolfe : escouade 17-59
MATRICULE A390G7 T01,Matricule A390G7
Péril sur la montagne,Péril sur la montagne - NÂ° 6
Péril sur la montagne,Péril sur la montagne : quand l'histoire du Canada rencontre celle de Ying
Péril sur la montagne - NÂ° 6,Péril sur la montagne : quand l'histoire du Canada rencontre celle de Ying
Juliette à Barcelone,Juliette à Barcelone 
La saison des pluies - NÂ° 102,La saison des pluies
Sacrifiction,Sacrifiction :
La nuit sort les dents,La Nuit sort les dents 
Où irez-vous armés de chiffres? /,Où irez-vous armés de chiffres?
La Nuit yougoslave,La nuit yougoslave
"Äourö, le dernier des Atras ",ÃourÃ¶ - Tome 1
"Fanette, tome 2",Fanette
Arnaud de Montcorbier,"Arnaud de Montcorbier, 1914"
Sucredor,SUCREDOR T.3 LE GOBE-MOT
Lorian Loubier,Lorian Loubier : appelez-moi docteur!
Raconte-moi Noël,Raconte-moi Noël : livre de contes : 5 histoires à lire!
Les sœurs du Cap,Les Soeurs du Cap 
Jake et les pirates du pays imaginaire no 2,Jake et les pirates du Pays Imaginaire - Nº 2
 Les Corbin de Dumontel 1949-1955 ,Les Corbin de Dumontel
La saga d'Illyge,La saga d'Illyge - NÂ° 142
Délirons avec Léon!,DELIRONS AVEC LEON NO25
COEURS DE COWBOYS,Cœurs de cow-boys /
Victor Cordi. Cycle 2 - livre 3,VICTOR CORDI CYCLE 2 T3
La Planète des chats  ,La planète des chats
"La Guerre, yes sir !","La guerre, yes sir!"
Les pierres jumelles - NÂ° 4,Aïnako
Une nuit très longue,UNE NUIT TRES LONGUE
Le vide - NÂ° 110,Le vide
Little red riding hood,Little Red Riding Hood
Léo P. détective privé,"Léo P., détective privé - Tome 3"
Du relooking extrême pour l'estime de soi,Psy malgré moi
Du relooking extrême pour l'estime de soi,PSY MALGRE MOI EPISODE 7
Psy malgré moi,PSY MALGRE MOI EPISODE 7
Mes vêtements, Mes vêtements 
De l’autre côté du nombril,De l'autre côté du nombril
Ce pays de rêve - Tome 1 Les surprises du destin,Ce pays de rêve
Dans le noir jamais noir,DANS LE NOIR JAMAIS NOIR
La Belle vie,Belle vie ou le bonheur dans
Rouge-Babine,ROUGE-BABINE
"Fanette, tome 1",Fanette
L'univers Gulliver Tome 2,L'univers Gulliver
"Les Chroniques de Chambly, tome 2",Les Chroniques de Chambly - Tome 2 Julie et Salaberry
Pas de mal à une mouche,Pas de mal à  une mouche 
Poemas de familia = Poèmes de famille,Poemas de familia
Tout là-bas, Tout là-bas 
La dernière sorcière d'Écosse,La dernière sorcière d'Écosse 
L'apprenti chevalier /,L'apprenti chevalier
"La Force de vivre, tome 2",La Force de vivre - Tome 2 (compact) Les combats de Nicolas et Bernadette
Fraisinette,Fraisinette -cherche et trouve
Tête à poux suivi de Poèmes navigables,Tête à poux /
 Cotnoir ,Cotnoir
Crinière au vent,Crinière au vent - Tome 2 Un camp mystère...
Crinière au vent,Crinière au vent - Un camp mystère
Crinière au vent - Tome 2 Un camp mystère...,Crinière au vent - Un camp mystère
Quebec a l'ete 50,Québec à l'été 1950
Ma directrice est gentille mais... tellement toquée! ,Ma directrice est gentille mais-- tellement toquée!
Les Fées-du-phénix - Tome 3 Le manoir de Bellator,Les fées-du-phénix
Pakkal,Pakkal : le mariage de la princesse Laya
Porthos et l'Arche de la fin du monde,Porthos et l'arche de la fin du monde
Bone - Tome 1,Bone  t. 1    La forêt sans retour
SPARADRAP,Sparadrap
Traversées,Traversées / Travessias
Valkanday : pwezi,Valkanday
La belle affaire,La Belle Affaire
Saperlifourchette!,Saperlifourchette! /
Averse d'étoiles,Averse d 'étoiles
Victor Cordi,VICTOR CORDI T02 LE GUER
Pas encore le bain!,PAS ENCORE LE BAIN
Blues nègre dans une chambre rose,Blues nègre dans une chambre rose 
Muros de niebla = Les murs de brouillard,Muros de niebla
Le cristal de Nebalom,Les 7 cristaux de Shamballa
La rose et l'Irlande,La Rose et l'Irlande 
Clark et les autres,Clark et les autres 
Les enquêtes de Maud Delage,Les enquêtes de Maud Delage - 3
FANFAN ET LA FABULEUX TRE,Fanfan et le fabuleux trésor
L'effet Nintendo : une enquête métaphysique sur la réalité virtuelle,L'effet Nintendo
La guerre des tétons T.1: Invasion,GUERRE DES TETONS T01
Dernière heure,Dernière heure - Nº 45
Coffret - Princesse Sofia,Princesse Sofia
Oss, Oss 
 T'es pas Tannee Jeanne d Arc ,"T'es pas tannée, Jeanne d'Arc?"
Dans le gris : une oeuvre de Wassily Kandinsky racontée aux enfants,Dans le gris
Clovis et Mordicus - Tome 4 L'espionne à moustaches,"Clovis et Mordicus, volume 4"
Rosabelle ,Rosabelle
La Force de vivre - Tome 4 Le courage d'Élisabeth,"La Force de vivre, tome 4"
L'esprit d'équipe ,Passion Hockey - Tome 3 L'esprit d'équipe
D'apres-nous,D'après-nous
Les Jardins de l'enfer,Jardins de l'enfer -les
"Fabuleux! La princesse, c'est moi!","Fabuleux ! La princesse, c'est moi !"
PEIGNOIR (LE),Le peignoir
4 HEROINES SUR UN FIL,Quatre héroïnes sur un fil
"Outlander, tome 6",Outlander  v. 6 Un tourbillon de neige et de cendres
Le Beau Danube jaune,Le beau Danube jaune
Petits problèmes et Aventures moyennes,Petits problèmes
Les enfants de Poséidon,Les enfants de Poséidon - Tome 3
La brûlerie, La brûlerie 
Dix ans d’éternité, Dix ans d'éternité
Supergroin contre l'épouvantable ouin ! ouin ! N.2,Supergroin contre l'épouvantable Ouin! Ouin! /
Les bonbons venus du ciel,Les bonbons venus du ciel - NÂ° 91
Biscuit et Cassonade aiment la ferme,Biscuit et Cassonade aiment la ferme /
MANGE TA SOUPE MARLOU,"Mange ta soupe, Marlou!"
MISSION T01 MISSION OISIL,Mission  Mission oisillon
Le marchand de café ,Le marchand de café
"Collection Souriceau, [7-8 ans]",Une triste histoire pour Florence - Nº 16
Les chroniques d'Ériande - Tome 1,Les chroniques d'Ériande
Mikazuki ,MIKAZUKI T03 LA CHUTE DE
Caillou :,Un matin difficile
Quelle mémoire plisse leur visage ; suivi de Souffles /,Quelle mémoire plisse leur visage suivi de Souffles
Boxer la nuit,Boxer la nuit /
MAUVAIS CARACTERE,Mauvais caractère
"Marguerite Porète, l'inspiration de Maãitre Eckhart ","Marguerite Porète, l'inspiration de Maître Eckhart"
"Marguerite Porète, l'inspiration de Maãitre Eckhart ",Marguerite Porète
"Marguerite Porète, l'inspiration de Maître Eckhart",Marguerite Porète
"1779, trois bêtes à sept têtes",1779 - Tome 2
La vie sucrée de Juliette Gagnon /,"La Vie sucrée de Juliette Gagnon, tome 1"
VIEUX LIVRES SONT DANGERE,Les vieux livres sont dangereux /
VIEUX LIVRES SONT DANGERE,Les vieux livres sont dangereux
Les vieux livres sont dangereux /,Les vieux livres sont dangereux
CHRONIQUES DU LEZARD,Chroniques du lézard
RIVIERE AUX CASTORS,La rivière aux castors
Ailes du feu,Les ailes du feu
Les colères de mademoiselle Merveille,Les JJ's - Tome 5 Les colères de mademoiselle Merveille
Correspondance avec Jean-Paul Desbiens,Correspondance entre Jean-Paul Desbiens et Jean O'Neil
Difficile de défaire la couleur,Difficile de défaire la couleur /
Le cirque Copernicus,053-le cirque copernicus
 Le mal dans sa Divinité ,Le mal dans sa divinité
"La voix du diable, les enquêtes de Vipérine Maltais", Les Enquêtes de Vipérine Maltais
Le Fleuve des étoiles,Le fleuve des étoiles - Nº 34
La quête du Spark,La quête du Spark - Livre deux
À propos d'indépendance...,A propos d'independance
Clovis et Mordicus - Tome 3 Clovis et le grand malentendu,Clovis et le grand malentendu
Le roman de Laura Secord,Le Roman de Laura Secord
L'Échappée des discours de l'OEil,L'échappée des discours de l'oeil
Cage,La cage
Mercenarius,Mercenarius 
Éden et le monde vert - tome 1,Éden et le monde vert
Une mort en Angleterre - NÂ°Â­ 83,Une mort en Angleterre
MARTINE A LA PLAGE,Martine à la plage
É-Den,É-Den - Tome 2
Amé et le bonbon qui ne fond jamais,AME ET LE BONBON QUI NE F
Je suis la fille du baobab brûlé /,Je suis la fille du baobab brûlé
Le mur de feu /,Le mur de feu - Nº 59
37 Â½ AA,37 1/2 AA
Tu me fais sourire! ,TU ME FAIS SOURIRE
Le testament du professeur Zukerman,Le Testament du professeur Zukerman 
 Griffintown ,Griffintown
"La Saline, tome 2",La Saline
"La Saline, tome 2"," La Saline, tome 2"
La Saline," La Saline, tome 2"
Camino a Trieste = Je m'en vais à Trieste,Camino a Trieste
La couche,Bébé Caillou
Malourène et le sourire perdu,Malourène et le sourire perdu - Nº 17
Ce livre n'est pas un journal intime - tome II,Ce livre n'est pas un journal intime
Bébé Caillou: Le repas,Le repas
Au-delà du passage,Au delà du passage
Au-delà du passage,"Au delà du passage ; suivi de, En lisant l'automne"
Au delà du passage,"Au delà du passage ; suivi de, En lisant l'automne"
Hansel & Gretel,"Hansel and Gretel based on a tale by Jacob and Wilhelm Grimm ; preface by Anne-Marie Deraspe ; adapted by Claudie Stanké ; translated by Gaila Narusevicius ; illustrations, André Pijet ; music, Alexandre Stanké [ensemble multi-supports] /"
Julien va bon train!,JULIEN VA BON TRAIN
EPISODE K T12 JE NE M,(K)
Lac un fjord t.4 -un,"Un lac, un fjord"
Les dragouilles - NÂ° 1,Les dragouilles
Les soucis d'un Sansoucy,Honte - NÂ° 1
"Malphas. t. 2. Torture, luxure et lecture","Malphas 2 - Torture, luxure et lecture - Nº 175"
Cité carbone,Cité Carbone
El Duende,El Duende ou L'impossible à dire
Abigaëlle et le date coaching - 1,Abigaëlle et le date coaching
L'agent Jean!,L'Agent Jean ! - Tome 2
Les fruits de l'instant,Les fruits de l'instant suivi de Seren solèy
Il était une fois à Québec,Il était une fois à Québec - Tome 2 Au gré du temps
Le voleur de voix - Tome 1,Le voleur de voix
LEO EN MORCEAUX,Léo en morceaux
"Gare à toi, Lauren Wood","Gare à toi, Lauren Wood "
Le coeur oublié Claude Lamarche [texte (gros caractères)] /,Le coeur oublié
Mensonges sur le Plateau-Mont-Royal ," Mensonges sur le Plateau Mont-Royal, tome 1"
Mensonges sur le Plateau-Mont-Royal ,Mensonges sur le Plateau Mont-Royal - Tome 1 Un mariage de raison
" Mensonges sur le Plateau Mont-Royal, tome 1",Mensonges sur le Plateau Mont-Royal - Tome 1 Un mariage de raison
Le Tsar de Peshawar,Le tsar de Peshawar /
Le prix du mensonge,Le prix du mensonge - NÂ° 84
Un jukebox dans la tête, Un jukebox dans la tête 
Un crapaud sur la tête,UN CRAPAUD SUR LA TETE
"Moi, mon chat... ","Moi, mon chat..."
Repentir(s) - Nº 172, Repentir(s)
Star Trek voyageur : Ragnarok,Star Trek voyageur
Licorne,Licorne conte musical
La Découverte d'Aurélie,La découverte d'Aurélie
 Madame Wenham ,Madame Wenham
Juliette à Amsterdam ,Juliette à Amsterdam
Internet le guide des achats,Internet : le guide des achats
Mission pas possible!,Mission pas possible! No 3
Un rêve pour une princesse,Reve pour une princesse -un
 Chroniques du Centre-Sud ,Chroniques du Centre-Sud 
Le coffret de la délivrance,Coffret - Le coffret de la délivrance
"Léonardo, le lionceau",Léonardo le lionceau
PSY MALGRE MOI EPISODE 2,De celle qui se faisait allègrement manipuler par son chum
PSY MALGRE MOI EPISODE 2,Psy malgré moi
De celle qui se faisait allègrement manipuler par son chum,Psy malgré moi
Trop... rigolo!,Trop-- rigolo!
Marika et ses amis - Tome 2 Opération Juliette,Opération Juliette
Demons de bangkok,Les démons de Bangkok
Les JJ's - Tome 3 Tom est somnambule,Tom est somnambule
Une vie en éclats,UNE VIE EN ECLATS
Jolis deuils,Jolis deuils dd0056
Où sont allés les engoulevents ?,Où sont allés les engoulevents?
Au gré des émotions,"Mes plus beaux billets, tome 5 - Au gré des émotions"
Avengers - NÂ° 1,Avengers
Garfield,Garfield - NÂ° 50
 Princesses ,Princesses
Les derniers insurgés,Les derniers insurgés 
Mystique - Tome 2,Mystique
Les Folles années - Tome 4 (compact) Eugénie et l'enfant retrouvé,Les folles années
Le silence des adieux,Le Silence des adieux 
Le silence des adieux,Partages
Le Silence des adieux ,Partages
Les filles du juge - NÂ° 119,Les filles du juge
La sorcière calcinée,La sorcière calcinée - NÂ° 23
Un ange en colère,Un ange en colère 
Ce matin-la,Ce matin-là...
MES SOEURS SIAMOISES,Mes sœurs siamoises 
Nouvelles d'autres mères,NOUVELLES D'AUTRES MERES
Lettres douces à mes adolescentes,"Lettres douces à mes adolescentes ; et, D'amour et de survie"
"Amours, courriels et surnaturel","Amours, courriels et surnaturel /"
Maria Chapdelaine,Maria Chapdelaine : après la résignation
L'initiation - Nº 30,L'initiation
Ratatouille -le grand chef,Le grand chef
Sale canal !,Sale canal! 
Au boulot les animaux,Au boulot les animaux!
Garfield - NÂ° 59,Garfield
"Le silence des grands jardins ; suivi de, La fin du silence",Le silence des grands jardins
Oui = non,Oui=non
Apaches,Les Apaches
La mort de Mignonne et autres histoires,La mort de Mignonne
 Le bonhomme Sept-heures ,Le Bonhomme sept-heures
SIESTE (LA) NO02,La sieste
(K),EPISODE K T10 SON NOMBRIL
Feu,"Feu, tome 1"
Quand je serai grande,Quand je serai grande -metiers de dora
MEMOIRES D'UN OEUF,Les mémoires d'un œuf
MEMOIRES D'UN OEUF,Les mémoires d'un oeuf
Les mémoires d'un œuf,Les mémoires d'un oeuf
Les dragouilles - NÂ° 10,Les dragouilles
Les yeux du père,Les yeux du père 
Histoires à dormir debout,"Bone, histoires à dormir debout"
Vents de l'aube -les,Les vents de l'aube
La Rose morte,La rose morte
Black : les chaînes de Gorée,Black : Les chaînes de Gorée
Black : les chaînes de Gorée,Black
Black : Les chaînes de Gorée,Black
Mélodie aux cent sucettes ,Mélodie aux cent sucettes
Les Enfants du bonhomme dans la lune,Les enfants du bonhomme dans la lune
Lili Klondike,Lili Klondike - Partie I
Lockdown, Lockdown 
Coup de maître,Coup sur coup
Gabriela et le fantôme du cocotier,Gabriela et la fantôme du cocotier
"Caillou, le super guitariste 10 chansons faciles à jouer",Caillou
Tartine fait des bulles,Trop de bulles pour Galette!
Anne Stillman,"Anne Stillman, tome 2"
Les Portes de Québec - Tome 1 (compact) Faubourg Saint-Roch,"Les Portes de Québec, tome 1"
La créature de Musquero,Les 7 cristaux de Shamballa
La quête du Spark - Livre un,La quête du Spark
Iris: La prophétie de la tisserande,Iris
Statornicie = Persistance,Statornicie
La grande Huguette Duquette - Nº 31,La grande Huguette Duquette
Chants de la cinquieme saison,Chants de la cinquième saison
L'Ombre d'un doute ,L'ombre d'un doute
Il est une fois,Il est une fois--
Garfield,Garfield - NÂ° 46
Juliette en direct,JULIETTE T04 UN REPORTAGE
Mendiante, Joséphine Jobé (Mendiante) 
PLAISIRS DE CIRQUE,"Plaisirs de cirque (1989, 1988)"
"Caillou, Mon premier abécédaire - la soupe alphabet",Caillou - Mon premier abécédaire
Garfield - NÂ° 70,Garfield
À la recherche de soi et de l'autre,Ã la recherche de soi et de l'autre
Les Enfants de Roches-Noires - Tome 2 Ceux de la terre,"Les enfants de Roches-Noires, tome 2"
 Histoires mutines ,Histoires mutines
Tyranaël,Le jeu de la perfection - Nº 4
La marginale..  m,La marginale-- M
Gabrielle au bout du monde ,Gabrielle au bout du monde - Nº 98
 Volkswagen Blues ,Volkswagen blues
La dame de Panama,La Dame de Panama 
Le livre somnifère,Le livre somnifère - Nº 61
La théorie du drap contour,La théorie du drap contour 
Destins d'Amérique : les autochtones et nous,Destins d'Amérique
Gonzague organise un concours - Nº 6,Gonzague organise un concours
Le parcours du nomade = Los passos del nómada,Le parcours du nomade
"Entretiens avec trois couronnes Napoléon Bonaparte, Louis XIV, l'impératrice Sissi",Entretiens avec trois couronnes
É-É-Émile,É-É-Émile 
L'intégrale des filles,Integrale des filles -l' [r]
Le dernier roman, Le Dernier Roman 
Sans retour - Nº 29,Sans retour
Une grande demande pour Madame Poule!,Une grande demande pour Madame Poule 
"Sarah, je suis là !","Sarah, je suis là!"
Va au bout de tes rêves!,Va au bout de tes rêves !
Nous sommes ce continent ,Nous sommes ce continent
Nous sommes ce continent ,Nous sommes ce continent - Nº 74
Nous sommes ce continent,Nous sommes ce continent - Nº 74
Caillou Ma petite bibliothèque,Caillou
Qu'est-ce qui cloche? /,QU'EST-CE QUI CLOCHE
Nous étions le Nouveau Monde - Tome 3 Le feuilleton du ciel rouge et de l'enfer bleu,Nous étions le nouveau monde
Léon à son meilleur!,LEON A SON MEILLEUR T03
Amour et patriotisme tome 3,Amour et patriotisme. Tome 3
Fonds suivi de Faix,Fonds
 Du Sommet d un Arbre ,Du sommet d'un arbre
"Oratorio, Qué.","Oratorio, Québec"
La Tête de Méduse,Tete de meduse -la
Les Marches de la Lune morte - Nº 35,Les marches de la lune morte
 Dix minutes avant l'heure aux montres de Dali ,Dix minutes avant l'heure aux montres de Dalí
 Dix minutes avant l'heure aux montres de Dali ,Dix minutes avant l'heure aux montres de Dalí : poésie
Dix minutes avant l'heure aux montres de Dalí,Dix minutes avant l'heure aux montres de Dalí : poésie
LOVELIE D'HAITI T03," Lovelie d'Haïti, tome 3"
LOVELIE D'HAITI T03,Lovelie D'Haïti
" Lovelie d'Haïti, tome 3",Lovelie D'Haïti
Les aventures d'Edwin Robi,Les aventures d'Edwin Robi - NÂ° 1
Les aventures d'Edwin Robi,La zone
Les aventures d'Edwin Robi - NÂ° 1,La zone
La petite écuyère,PETITE ECUYERE
La Cathédrale de tout,La cathédrale de tout
Ã fleur de peau,À fleur de peau
La Femme nue habillait la nuit Nouvelles historiettes de la bohème,La femme nue habillait la nuit
VOYAGE EN CHINE (LE),Le voyage en Chine
Trop-- peureux! ,Trop-- peureux!
Les Autochtones ne sont pas des pandas  , Les autochtones ne sont pas des pandas 
CT J'AI ARRETE SUCETTE,Comment j'ai arrêté la sucette
Quand la poésie épouse l'art : illusions décolorées,Quand la poésie épouse l'art
Juliette à Barcelone,Juliette à Barcelone 
Tyrano de Bergerac,Tyrano de Bergerac 
Petit poulet,Petit Poulet 
Un bruit la nuit,UN BRUIT LA NUIT
OK pour le hockey!,OK pour le hockey! 
Iris,Iris : La prison du chaos
GRAINDSEL ET BRETELLE,Il était une fois Graindsel et Bretelle
Fraisinette,Tresor musical -fraisinette [r]
FILLE DE LA FORET,La fille de la forêt
Chloé et les animaux /,Chloé et les animaux - Nº 9
Le secret du 16 V - Nº 33,Le Secret du 16 V
